episode,reward,avg_waiting_time,avg_queue_length
0,22.3499993,0.0,0.5
1,22.3499993,0.0,0.5
2,22.4249993,0.0,0.25
3,22.3499993,0.0,0.5
4,-161.42499999999998,260.5,5.25
5,22.274999299999998,0.0,0.75
6,22.274999299999998,0.0,0.75
7,-39.599999999999994,88.5,0.5
8,22.499999,0.0,0.0
9,22.4249993,0.0,0.25
10,18.575,5.5,0.25
11,18.575,5.5,0.25
12,18.575,5.5,0.25
