episode,reward,avg_waiting_time,avg_queue_length
0,0,30322.0,5.615185185185185
1,0,49515.0,9.169444444444444
2,0,80825.0,14.967592592592593
3,0,92812.5,17.1875
4,0,86185.5,15.96027777777778
